pelicula;date;duracio;director;genre;autor;medi;tendencia;actors
Café Society;2016;96 min.;Woody Allen;Comedia;Sergi Sánchez; Diario La Razón ;neutral;Jesse Eisenberg,Kristen Stewart,Steve Carell,Blake Lively,Parker Posey,Corey Stoll,Jeannie Berlin,Ken Stott,Anna Camp,Gregg Binkley,Paul Schneider,Sari Lennick,Stephen Kunken,Sheryl Lee
Café Society;2016;96 min.;Woody Allen;Comedia;Quim Casas; Diario El Periódico ;positiva;Jesse Eisenberg,Kristen Stewart,Steve Carell,Blake Lively,Parker Posey,Corey Stoll,Jeannie Berlin,Ken Stott,Anna Camp,Gregg Binkley,Paul Schneider,Sari Lennick,Stephen Kunken,Sheryl Lee
Café solo o con ellas;2007;100 min.;Álvaro Díaz Lorenzo;Comedia;Jordi Costa; Diario El País ;negativa;Alejo Sauras,Lucía Jiménez,Asier Etxeandia,Elena Ballesteros,Inma Cuesta,Diego París,Javier Godino,Terele Pávez
Café solo o con ellas;2007;100 min.;Álvaro Díaz Lorenzo;Comedia;Federico Marín Bellón; Diario ABC ;negativa;Alejo Sauras,Lucía Jiménez,Asier Etxeandia,Elena Ballesteros,Inma Cuesta,Diego París,Javier Godino,Terele Pávez
Caiçaras, los hombres que cantan;2011;70 min.;Francisco D'Intino;Documental;Fernando López; Diario La Nación ;neutral;Documentary
Caída del cielo;2016;unknow;Nestor Sanchez Sotelo;Comedia;María Fernanda Mugica; Diario La Nación ;neutral;Peto Menahem,Muriel Santa Ana,Sebastián Wainraich,Héctor Díaz,Karina K
Caída del cielo;2016;unknow;Nestor Sanchez Sotelo;Comedia;Gaspar Zimerman; Diario Clarín ;negativa;Peto Menahem,Muriel Santa Ana,Sebastián Wainraich,Héctor Díaz,Karina K
Caída del cielo;2016;unknow;Nestor Sanchez Sotelo;Comedia;Horacio Bernades; Diario Página 12 ;negativa;Peto Menahem,Muriel Santa Ana,Sebastián Wainraich,Héctor Díaz,Karina K
Caídos del cielo;1990;127 min.;Francisco J. Lombardi;Drama;Carlos Boyero; Diario El Mundo ;positiva;Gustavo Bueno,Marisol Palacios,Elide Brero,Carlos Gassols,Delfina Paredes,Rafael Garay,Nelson Ruiz,Mónica Domínguez,Hernán Romero,Alberto Benavides,Jorge Quiñes,Ruth Revoredo,Jorge Rodríguez Paz,Gilberto Torres
Caídos del mapa;2013;95 min.;Leandro Mark,;Aventuras;Ezequiel Boetti; Diario Página 12 ;neutral;Eugenia Alonso,Silvina Bosco,Ailén Caffieri,Sofía Calzetti,Tomás Carullo,Brenda Marks Cobas,Felipe Corrado,Osqui Guzmán,Karina K,Alejandro Paker,Atilio Pozzobon,Marcelo Savignone,Tina Serrano
Caídos del mapa;2013;95 min.;Leandro Mark,;Aventuras;Gustavo Castagna; Diario Tiempo Argentino ;neutral;Eugenia Alonso,Silvina Bosco,Ailén Caffieri,Sofía Calzetti,Tomás Carullo,Brenda Marks Cobas,Felipe Corrado,Osqui Guzmán,Karina K,Alejandro Paker,Atilio Pozzobon,Marcelo Savignone,Tina Serrano
Cairo Time;2009;88 min.;Ruba Nadda;Romance;Javier Ocaña; Diario El País ;neutral;Patricia Clarkson,Alexander Siddig,Tom McCamus,Elena Anaya,Amina Annabi,Mona Hala,Fadia Nadda,Mohamed Abdel Fatah
Cairo Time;2009;88 min.;Ruba Nadda;Romance;Manu Yáñez; Fotogramas ;negativa;Patricia Clarkson,Alexander Siddig,Tom McCamus,Elena Anaya,Amina Annabi,Mona Hala,Fadia Nadda,Mohamed Abdel Fatah
Caíto;2012;70 min.;Guillermo Pfening;Drama;Gaspar Zimerman; Diario Clarín ;positiva;Luis Pfening,Romina Ricci,Bárbara Lombardo,Juan Bautista Stagnaro,Marinha Villalobos,Franca Licata
Caíto;2012;70 min.;Guillermo Pfening;Drama;Horacio Bernades; Diario Página 12 ;positiva;Luis Pfening,Romina Ricci,Bárbara Lombardo,Juan Bautista Stagnaro,Marinha Villalobos,Franca Licata
Caíto;2012;70 min.;Guillermo Pfening;Drama;Hugo F. Sánchez; Diario Tiempo Argentino ;positiva;Luis Pfening,Romina Ricci,Bárbara Lombardo,Juan Bautista Stagnaro,Marinha Villalobos,Franca Licata
Caíto;2012;70 min.;Guillermo Pfening;Drama;Isabel Croce; Diario La Prensa ;neutral;Luis Pfening,Romina Ricci,Bárbara Lombardo,Juan Bautista Stagnaro,Marinha Villalobos,Franca Licata
Caja de Luz de Luna;1996;111 min.;Tom DiCillo;Drama;Javier Rioyo; Cinemanía ;positiva;John Turturro,Sam Rockwell,Catherine Keener,Lisa Blount,Annie Corley,Rica Martens
Caja de Luz de Luna;1996;111 min.;Tom DiCillo;Drama;Javier Ocaña; Cinemanía ;positiva;John Turturro,Sam Rockwell,Catherine Keener,Lisa Blount,Annie Corley,Rica Martens
Cake;2014;102 min.;Daniel Barnz;Drama;Justin Chang; Variety ;neutral;Jennifer Aniston,Adriana Barraza,Anna Kendrick,Sam Worthington,Mamie Gummer,Felicity Huffman,William H. Macy,Chris Messina,Lucy Punch,Britt Robertson,Camille Guaty,Manuel García-Rulfo
Cake;2014;102 min.;Daniel Barnz;Drama;Leslie Felperin; The Hollywood Reporter ;neutral;Jennifer Aniston,Adriana Barraza,Anna Kendrick,Sam Worthington,Mamie Gummer,Felicity Huffman,William H. Macy,Chris Messina,Lucy Punch,Britt Robertson,Camille Guaty,Manuel García-Rulfo
Cake;2014;102 min.;Daniel Barnz;Drama;Betsy Sharkey; Los Angeles Times ;positiva;Jennifer Aniston,Adriana Barraza,Anna Kendrick,Sam Worthington,Mamie Gummer,Felicity Huffman,William H. Macy,Chris Messina,Lucy Punch,Britt Robertson,Camille Guaty,Manuel García-Rulfo
Cake;2014;102 min.;Daniel Barnz;Drama;Catherine Shoard; The Guardian ;negativa;Jennifer Aniston,Adriana Barraza,Anna Kendrick,Sam Worthington,Mamie Gummer,Felicity Huffman,William H. Macy,Chris Messina,Lucy Punch,Britt Robertson,Camille Guaty,Manuel García-Rulfo
Cake;2014;102 min.;Daniel Barnz;Drama;Nikola Grozdanovic; Indiewire ;negativa;Jennifer Aniston,Adriana Barraza,Anna Kendrick,Sam Worthington,Mamie Gummer,Felicity Huffman,William H. Macy,Chris Messina,Lucy Punch,Britt Robertson,Camille Guaty,Manuel García-Rulfo
Cake;2014;102 min.;Daniel Barnz;Drama;Samuel Castro; Diario El Colombiano ;neutral;Jennifer Aniston,Adriana Barraza,Anna Kendrick,Sam Worthington,Mamie Gummer,Felicity Huffman,William H. Macy,Chris Messina,Lucy Punch,Britt Robertson,Camille Guaty,Manuel García-Rulfo
Cake;2014;102 min.;Daniel Barnz;Drama;Manuel Kalmanovitz G.; Revista Semana ;neutral;Jennifer Aniston,Adriana Barraza,Anna Kendrick,Sam Worthington,Mamie Gummer,Felicity Huffman,William H. Macy,Chris Messina,Lucy Punch,Britt Robertson,Camille Guaty,Manuel García-Rulfo
Cake;2018;125 min.;Asim Abbasi;Drama;Mike McCahill; The Guardian ;positiva;Sanam Saeed,Aamina Sheikh,Beo Raana Zafar,Faris Khalid,Adnan Malik
Calabria, mafia del sur;2014;103 min.;Francesco Munzi;Drama;Carlos Boyero; Diario El País ;positiva;Marco Leonardi,Peppino Mazzotta,Fabrizio Ferracane,Anna Ferruzzo,Barbora Bobulova,Giuseppe Fumo,Pasquale Romeo,Vito Facciolla,Aurora Quattrocchi
Calabria, mafia del sur;2014;103 min.;Francesco Munzi;Drama;Luis Martínez; Diario El Mundo ;positiva;Marco Leonardi,Peppino Mazzotta,Fabrizio Ferracane,Anna Ferruzzo,Barbora Bobulova,Giuseppe Fumo,Pasquale Romeo,Vito Facciolla,Aurora Quattrocchi
Calabria, mafia del sur;2014;103 min.;Francesco Munzi;Drama;Oti Rodríguez Marchante; Diario ABC ;positiva;Marco Leonardi,Peppino Mazzotta,Fabrizio Ferracane,Anna Ferruzzo,Barbora Bobulova,Giuseppe Fumo,Pasquale Romeo,Vito Facciolla,Aurora Quattrocchi
Calabria, mafia del sur;2014;103 min.;Francesco Munzi;Drama;Salvador Llopart; Diario La Vanguardia ;positiva;Marco Leonardi,Peppino Mazzotta,Fabrizio Ferracane,Anna Ferruzzo,Barbora Bobulova,Giuseppe Fumo,Pasquale Romeo,Vito Facciolla,Aurora Quattrocchi
Calabria, mafia del sur;2014;103 min.;Francesco Munzi;Drama;Manu Yáñez; Fotogramas ;positiva;Marco Leonardi,Peppino Mazzotta,Fabrizio Ferracane,Anna Ferruzzo,Barbora Bobulova,Giuseppe Fumo,Pasquale Romeo,Vito Facciolla,Aurora Quattrocchi
Calabria, mafia del sur;2014;103 min.;Francesco Munzi;Drama;Jay Weissberg; Variety ;positiva;Marco Leonardi,Peppino Mazzotta,Fabrizio Ferracane,Anna Ferruzzo,Barbora Bobulova,Giuseppe Fumo,Pasquale Romeo,Vito Facciolla,Aurora Quattrocchi
Calabria, mafia del sur;2014;103 min.;Francesco Munzi;Drama;Deborah Young; The Hollywood Reporter ;positiva;Marco Leonardi,Peppino Mazzotta,Fabrizio Ferracane,Anna Ferruzzo,Barbora Bobulova,Giuseppe Fumo,Pasquale Romeo,Vito Facciolla,Aurora Quattrocchi
Calafate, zoológicos humanos;2010;90 min.;Hans Mülchi Bremer;Documental;Ascanio Cavallo; Diario El Mercurio ;positiva;Documentary
Calderero, sastre, soldado, espía (Miniserie de TV);1979;350 min.;John Irvin;Serie de TV;Mike Hale; The New York Times ;positiva;Alec Guinness,Ian Richardson,Michael Jayston,Ian Bannen,Hywel Bennett,Alexander Knox,Bernard Hepton,Michael Aldridge,Terence Rigby,Patrick Stewart,Anthony Bate,George Sewell,Sian Phillips,Beryl Reid
Calderero, sastre, soldado, espía (Miniserie de TV);1979;350 min.;John Irvin;Serie de TV;The Guardian ;unknow;positiva;Alec Guinness,Ian Richardson,Michael Jayston,Ian Bannen,Hywel Bennett,Alexander Knox,Bernard Hepton,Michael Aldridge,Terence Rigby,Patrick Stewart,Anthony Bate,George Sewell,Sian Phillips,Beryl Reid
Calderero, sastre, soldado, espía (Miniserie de TV);1979;350 min.;John Irvin;Serie de TV;Dennis Lim; Los Angeles Times ;positiva;Alec Guinness,Ian Richardson,Michael Jayston,Ian Bannen,Hywel Bennett,Alexander Knox,Bernard Hepton,Michael Aldridge,Terence Rigby,Patrick Stewart,Anthony Bate,George Sewell,Sian Phillips,Beryl Reid
Calderero, sastre, soldado, espía (Miniserie de TV);1979;350 min.;John Irvin;Serie de TV;June Thomas; Slate ;positiva;Alec Guinness,Ian Richardson,Michael Jayston,Ian Bannen,Hywel Bennett,Alexander Knox,Bernard Hepton,Michael Aldridge,Terence Rigby,Patrick Stewart,Anthony Bate,George Sewell,Sian Phillips,Beryl Reid
Calderero, sastre, soldado, espía (Miniserie de TV);1979;350 min.;John Irvin;Serie de TV;Anthony Lane; The New Yorker ;positiva;Alec Guinness,Ian Richardson,Michael Jayston,Ian Bannen,Hywel Bennett,Alexander Knox,Bernard Hepton,Michael Aldridge,Terence Rigby,Patrick Stewart,Anthony Bate,George Sewell,Sian Phillips,Beryl Reid
Calderero, sastre, soldado, espía (Miniserie de TV);1979;350 min.;John Irvin;Serie de TV;Noel Murray; AV Club ;positiva;Alec Guinness,Ian Richardson,Michael Jayston,Ian Bannen,Hywel Bennett,Alexander Knox,Bernard Hepton,Michael Aldridge,Terence Rigby,Patrick Stewart,Anthony Bate,George Sewell,Sian Phillips,Beryl Reid
Calderero, sastre, soldado, espía (Miniserie de TV);1979;350 min.;John Irvin;Serie de TV;Vanity Fair ;unknow;positiva;Alec Guinness,Ian Richardson,Michael Jayston,Ian Bannen,Hywel Bennett,Alexander Knox,Bernard Hepton,Michael Aldridge,Terence Rigby,Patrick Stewart,Anthony Bate,George Sewell,Sian Phillips,Beryl Reid
Caleuche: El llamado del Mar;2012;100 min.;Jorge Olguín;Terror;Ana Josefa Silva V.; Diario La Segunda ;positiva;Giselle Itié,Eduardo Paxeco,Catalina Saavedra,Marcelo Alonso,Luz Valdivieso,Juan Pablo Miranda,Jorge Yáñez,Victor Montero,Pablo Schwarz
Calichín;2016;95 min.;Ricardo Maldonado;Comedia;Sebastián Pimentel; Diario El Comercio ;negativa;Aldo Miyashiro,André Silva,Juliana Molina,Zoe Arévalo,Irma Maury,Guillermo Castañeda,Miguel Iza,Ubaldo Huamán
California Dreamin';2007;155 min.;Cristian Nemescu;Comedia;Javier Ocaña; Diario El País ;positiva;Armand Assante,Jamie Elman,Razvan Vasilescu,Maria Dinulescu,Alexandru Margineanu,Ion Sapdaru,Alexandru Dragoi,Andi Vasluianu,Sabina Branduse,Gabriel Spahiu,Radu Gabriel
California Solo;2012;93 min.;Marshall Lewy;Drama;Pablo González Taboada; Cinemanía ;neutral;Robert Carlyle,Alexia Rasmussen,Kathleen Wilhoite,A. Martínez,Michael Des Barres,Danny Masterson,Savannah Lathem
California Suite;1978;103 min.;Herbert Ross;Comedia;Pablo Kurt; FILMAFFINITY ;positiva;Alan Alda,Jane Fonda,Maggie Smith,Michael Caine,Walter Matthau,Richard Pryor,Bill Cosby,Elaine May,James Coburn
California Suite;1978;103 min.;Herbert Ross;Comedia;Francisco Marinero; Diario El Mundo ;positiva;Alan Alda,Jane Fonda,Maggie Smith,Michael Caine,Walter Matthau,Richard Pryor,Bill Cosby,Elaine May,James Coburn
California Suite;1978;103 min.;Herbert Ross;Comedia;Fernando Morales; Diario El País ;positiva;Alan Alda,Jane Fonda,Maggie Smith,Michael Caine,Walter Matthau,Richard Pryor,Bill Cosby,Elaine May,James Coburn
California Typewriter ;2016;103 min.;Doug Nichol;Documental;Stephen Farber; The Hollywood Reporter ;positiva;Documentary,Tom Hanks,John Mayer,David McCullough,Sam Shepard,Silvi Alcivar,Ken Alexander,Martin Howard,Jeremy Mayer,Herbert Permillion,Richard Polt,Darren Wershler,Mason Williams
California Typewriter ;2016;103 min.;Doug Nichol;Documental;Daphne Howland; Village Voice ;positiva;Documentary,Tom Hanks,John Mayer,David McCullough,Sam Shepard,Silvi Alcivar,Ken Alexander,Martin Howard,Jeremy Mayer,Herbert Permillion,Richard Polt,Darren Wershler,Mason Williams
California Typewriter ;2016;103 min.;Doug Nichol;Documental;Owen Gleiberman; Variety ;positiva;Documentary,Tom Hanks,John Mayer,David McCullough,Sam Shepard,Silvi Alcivar,Ken Alexander,Martin Howard,Jeremy Mayer,Herbert Permillion,Richard Polt,Darren Wershler,Mason Williams
California Typewriter ;2016;103 min.;Doug Nichol;Documental;Jeannette Catsoulis; The New York Times ;positiva;Documentary,Tom Hanks,John Mayer,David McCullough,Sam Shepard,Silvi Alcivar,Ken Alexander,Martin Howard,Jeremy Mayer,Herbert Permillion,Richard Polt,Darren Wershler,Mason Williams
Californication (Serie de TV);2007;30 min.;Tom Kapinos (Creator),;Serie de TV;Pablo Kurt; FILMAFFINITY ;positiva;David Duchovny,Natascha McElhone,Madeleine Martin,Pamela Adlon,Madeline Zima,Chris Williams,Evan Handler,Rachel Miner,Damian Young,Carla Gugino,Amy Price-Francis,Lance Barber,Addison Timlin,Carla Gallo,RZA,Brandy Futch,Stephen Tobolowsky,Maggie Grace,Camilla Luddington,Meagan Good,Tara Holt,Zöe Kravitz,Jason Beghe,Mädchen Amick,Camille Langfield,Diana Terranova,Lucy Davis,Callie Thorne,Erika Rankin,Chasty Ballesteros,Lyndon Smith
Californication (Serie de TV);2007;30 min.;Tom Kapinos (Creator),;Serie de TV;Melissa Maerz; Rolling Stone ;positiva;David Duchovny,Natascha McElhone,Madeleine Martin,Pamela Adlon,Madeline Zima,Chris Williams,Evan Handler,Rachel Miner,Damian Young,Carla Gugino,Amy Price-Francis,Lance Barber,Addison Timlin,Carla Gallo,RZA,Brandy Futch,Stephen Tobolowsky,Maggie Grace,Camilla Luddington,Meagan Good,Tara Holt,Zöe Kravitz,Jason Beghe,Mädchen Amick,Camille Langfield,Diana Terranova,Lucy Davis,Callie Thorne,Erika Rankin,Chasty Ballesteros,Lyndon Smith
Californication (Serie de TV);2007;30 min.;Tom Kapinos (Creator),;Serie de TV;Tim Goodman; San Francisco Chronicle ;positiva;David Duchovny,Natascha McElhone,Madeleine Martin,Pamela Adlon,Madeline Zima,Chris Williams,Evan Handler,Rachel Miner,Damian Young,Carla Gugino,Amy Price-Francis,Lance Barber,Addison Timlin,Carla Gallo,RZA,Brandy Futch,Stephen Tobolowsky,Maggie Grace,Camilla Luddington,Meagan Good,Tara Holt,Zöe Kravitz,Jason Beghe,Mädchen Amick,Camille Langfield,Diana Terranova,Lucy Davis,Callie Thorne,Erika Rankin,Chasty Ballesteros,Lyndon Smith
Californication (Serie de TV);2007;30 min.;Tom Kapinos (Creator),;Serie de TV;Robert Bianco; USA Today ;positiva;David Duchovny,Natascha McElhone,Madeleine Martin,Pamela Adlon,Madeline Zima,Chris Williams,Evan Handler,Rachel Miner,Damian Young,Carla Gugino,Amy Price-Francis,Lance Barber,Addison Timlin,Carla Gallo,RZA,Brandy Futch,Stephen Tobolowsky,Maggie Grace,Camilla Luddington,Meagan Good,Tara Holt,Zöe Kravitz,Jason Beghe,Mädchen Amick,Camille Langfield,Diana Terranova,Lucy Davis,Callie Thorne,Erika Rankin,Chasty Ballesteros,Lyndon Smith
Californication (Serie de TV);2007;30 min.;Tom Kapinos (Creator),;Serie de TV;Matt Roush; TV Guide ;positiva;David Duchovny,Natascha McElhone,Madeleine Martin,Pamela Adlon,Madeline Zima,Chris Williams,Evan Handler,Rachel Miner,Damian Young,Carla Gugino,Amy Price-Francis,Lance Barber,Addison Timlin,Carla Gallo,RZA,Brandy Futch,Stephen Tobolowsky,Maggie Grace,Camilla Luddington,Meagan Good,Tara Holt,Zöe Kravitz,Jason Beghe,Mädchen Amick,Camille Langfield,Diana Terranova,Lucy Davis,Callie Thorne,Erika Rankin,Chasty Ballesteros,Lyndon Smith
Californication (Serie de TV);2007;30 min.;Tom Kapinos (Creator),;Serie de TV;Kyle Smith; New York Post ;positiva;David Duchovny,Natascha McElhone,Madeleine Martin,Pamela Adlon,Madeline Zima,Chris Williams,Evan Handler,Rachel Miner,Damian Young,Carla Gugino,Amy Price-Francis,Lance Barber,Addison Timlin,Carla Gallo,RZA,Brandy Futch,Stephen Tobolowsky,Maggie Grace,Camilla Luddington,Meagan Good,Tara Holt,Zöe Kravitz,Jason Beghe,Mädchen Amick,Camille Langfield,Diana Terranova,Lucy Davis,Callie Thorne,Erika Rankin,Chasty Ballesteros,Lyndon Smith
Californication (Serie de TV);2007;30 min.;Tom Kapinos (Creator),;Serie de TV;Alessandra Stanley; The New York Times ;neutral;David Duchovny,Natascha McElhone,Madeleine Martin,Pamela Adlon,Madeline Zima,Chris Williams,Evan Handler,Rachel Miner,Damian Young,Carla Gugino,Amy Price-Francis,Lance Barber,Addison Timlin,Carla Gallo,RZA,Brandy Futch,Stephen Tobolowsky,Maggie Grace,Camilla Luddington,Meagan Good,Tara Holt,Zöe Kravitz,Jason Beghe,Mädchen Amick,Camille Langfield,Diana Terranova,Lucy Davis,Callie Thorne,Erika Rankin,Chasty Ballesteros,Lyndon Smith
Call Girl;2012;140 min.;Mikael Marcimain;Thriller;Luis Martínez; Diario El Mundo ;positiva;Sofia Karemyr,Simon J. Berger,Josefin Asplund,Pernilla August,Anders Beckman,Sven Nordin,David Dencik,Hanna Ullerstam,Sverrir Gudnason,Maria Alm Norell,Lena B. Eriksson,Jade Viljamaa
Call Girl;2012;140 min.;Mikael Marcimain;Thriller;Alissa Simon; Variety ;positiva;Sofia Karemyr,Simon J. Berger,Josefin Asplund,Pernilla August,Anders Beckman,Sven Nordin,David Dencik,Hanna Ullerstam,Sverrir Gudnason,Maria Alm Norell,Lena B. Eriksson,Jade Viljamaa
Call Me by Your Name;2017;130 min.;Luca Guadagnino;Romance;Luis Martínez; Diario El Mundo ;positiva;Timothée Chalamet,Armie Hammer,Michael Stuhlbarg,Amira Casar,Esther Garrel,Victoire Du Bois,Elena Bucci,Marco Sgrosso,André Aciman,Peter Spears
Call Me by Your Name;2017;130 min.;Luca Guadagnino;Romance;Jordi Costa; Diario El País ;neutral;Timothée Chalamet,Armie Hammer,Michael Stuhlbarg,Amira Casar,Esther Garrel,Victoire Du Bois,Elena Bucci,Marco Sgrosso,André Aciman,Peter Spears
Call Me by Your Name;2017;130 min.;Luca Guadagnino;Romance;Gregorio Belinchón; Diario El País ;positiva;Timothée Chalamet,Armie Hammer,Michael Stuhlbarg,Amira Casar,Esther Garrel,Victoire Du Bois,Elena Bucci,Marco Sgrosso,André Aciman,Peter Spears
Call Me by Your Name;2017;130 min.;Luca Guadagnino;Romance;Oti Rodríguez Marchante; Diario ABC ;positiva;Timothée Chalamet,Armie Hammer,Michael Stuhlbarg,Amira Casar,Esther Garrel,Victoire Du Bois,Elena Bucci,Marco Sgrosso,André Aciman,Peter Spears
Call Me by Your Name;2017;130 min.;Luca Guadagnino;Romance;Quim Casas; Diario El Periódico ;positiva;Timothée Chalamet,Armie Hammer,Michael Stuhlbarg,Amira Casar,Esther Garrel,Victoire Du Bois,Elena Bucci,Marco Sgrosso,André Aciman,Peter Spears
Call Me by Your Name;2017;130 min.;Luca Guadagnino;Romance;Nando Salvá; Cinemanía ;positiva;Timothée Chalamet,Armie Hammer,Michael Stuhlbarg,Amira Casar,Esther Garrel,Victoire Du Bois,Elena Bucci,Marco Sgrosso,André Aciman,Peter Spears
Call Me by Your Name;2017;130 min.;Luca Guadagnino;Romance;Daniel Martínez Mantilla; Fotogramas ;positiva;Timothée Chalamet,Armie Hammer,Michael Stuhlbarg,Amira Casar,Esther Garrel,Victoire Du Bois,Elena Bucci,Marco Sgrosso,André Aciman,Peter Spears
Call TV;2017;88 min.;Norberto Ramos del Val;Comedia;Jordi Costa; Diario El País ;neutral;María Hervás,Ismael Martínez,Álvaro Lafora,Ana del Arco,Aroa Gimeno,Javier Albalá,Emilio Buale,Edgar Calot,Bea de la Cruz
Call TV;2017;88 min.;Norberto Ramos del Val;Comedia;Quim Casas; Diario El Periódico ;neutral;María Hervás,Ismael Martínez,Álvaro Lafora,Ana del Arco,Aroa Gimeno,Javier Albalá,Emilio Buale,Edgar Calot,Bea de la Cruz
Call TV;2017;88 min.;Norberto Ramos del Val;Comedia;Fausto Fernández; Fotogramas ;positiva;María Hervás,Ismael Martínez,Álvaro Lafora,Ana del Arco,Aroa Gimeno,Javier Albalá,Emilio Buale,Edgar Calot,Bea de la Cruz
Callback;2016;80 min.;Carles Torras;Thriller;Javier Ocaña; Diario El País ;positiva;Martin Bacigalupo,Lilli Stein,Larry Fessenden,Timothy Gibbs,Rigoberto García,Kathryn Kuhn,Paulina Simkin,Dave Bobb,Butch McCain
Callback;2016;80 min.;Carles Torras;Thriller;Luis Martínez; Diario El Mundo ;neutral;Martin Bacigalupo,Lilli Stein,Larry Fessenden,Timothy Gibbs,Rigoberto García,Kathryn Kuhn,Paulina Simkin,Dave Bobb,Butch McCain
Callback;2016;80 min.;Carles Torras;Thriller;Oti Rodríguez Marchante; Diario ABC ;positiva;Martin Bacigalupo,Lilli Stein,Larry Fessenden,Timothy Gibbs,Rigoberto García,Kathryn Kuhn,Paulina Simkin,Dave Bobb,Butch McCain
Callback;2016;80 min.;Carles Torras;Thriller;Sergio F. Pinilla; Cinemanía ;positiva;Martin Bacigalupo,Lilli Stein,Larry Fessenden,Timothy Gibbs,Rigoberto García,Kathryn Kuhn,Paulina Simkin,Dave Bobb,Butch McCain
Callback;2016;80 min.;Carles Torras;Thriller;Pere Vall; Fotogramas ;neutral;Martin Bacigalupo,Lilli Stein,Larry Fessenden,Timothy Gibbs,Rigoberto García,Kathryn Kuhn,Paulina Simkin,Dave Bobb,Butch McCain
Callback;2016;80 min.;Carles Torras;Thriller;Jonathan Holland; Variety ;positiva;Martin Bacigalupo,Lilli Stein,Larry Fessenden,Timothy Gibbs,Rigoberto García,Kathryn Kuhn,Paulina Simkin,Dave Bobb,Butch McCain
Calle 54 ;2000;105 min.;Fernando Trueba;Documental;Fernando Morales; Diario El País ;positiva;Documentary,Michel Camilo,Gato Barbieri,Tito Puente,Chucho Valdés,Bebo Valdés,Cachao,Eliane Elias,Paquito D'Rivera,Chano Domínguez,Jerry Gonzalez
